MemberNumber,DateJoined,PoliticallyExposedPerson,SecondACHolderPoliticallyExposedPerson,AccountStatus,AccountType,IntendedPurposeOfBusinessRelationship,AssetsHeldInAccount,TransactionVolumesLastQuarter,LengthOfBusinessRelationship,QualityOfCDDOnFile,CountryOfResidence_BasedOnMemberActiveAddress,SecondACHolderCountryOfResidence,FundsChannelIn,FundsChannelOut,DestinationOfFunds,SourceOfWealth,SecondACHolderSourceOfWealth,SourceOfFunds,SecondACHolderSourceOfFunds,ExpextedMonthlyLodgement,SecondACHolderExpextedMonthlyLodgement,EmploymentStatus,SecondACHolderEmploymentStatus,Occupation,SecondACHolderOccupation,BeneficialOwner,PrimaryServiceUsed,AccountActivity,OtherRiskFactors
13956,03-08-01,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000004795,03-08-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
13958,03-08-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000004796,03-09-01,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13960,03-09-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000004797,03-10-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000004798,03-10-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13963,06-12-98,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,DSP - Unemployment Benefit,,,,Unemployed                    ,,Unemployed,,,,,
13964,03-10-01,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Income - Salary / Wages,Income - Salary / Wages,,,Employed Full-time            ,Employed Full-time            ,Hairdresser,Hairdresser,,,,
1000004799,03-12-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13966,03-12-01,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
13967,03-12-01,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
13968,03-12-01,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13969,03-12-01,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
13970,13/03/2001,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
13971,13/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
13972,13/03/2001,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Part-time            ,Employed Part-time            ,Transfer,Transfer,,,,
1000004800,14/03/2001,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
13974,14/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
13975,14/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Unemployed                    ,,Transfer,,,,,
13976,15/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
13977,15/02/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000004801,15/03/2001,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13979,15/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Administration,,,,,
13980,15/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Homemaker                     ,,Transfer,,,,,
13981,15/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
13982,15/03/2001,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
13983,16/03/2001,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
1000004802,16/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
13985,16/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Teacher,,,,,
1000004803,16/03/2001,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000004804,16/03/2001,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13988,20/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
13989,20/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000004805,20/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000006083,20/03/2001,No,,Closed,Club / Society,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13992,21/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
13993,22/03/2001,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,,
13994,22/03/2001,No,,Active,Single Adult,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000004806,22/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
13996,23/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
13997,23/03/2001,,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,,,,,,Not a PEP,,Income - Part-time Job,,,,Employed Part-time            ,,Retail,,,,,
13998,02-09-01,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
13999,23/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Education,,,,,
14000,07-12-00,No,,Active,Business,Business Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,Patrick Jnr Heaphy/Sarah Pomphrett/Siobhan Daly/Emer Hannigan,,,
14001,23/03/2001,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14002,23/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
14003,24/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,England,,,,,,,,,,,,,Transfer,,,,,
1000004807,24/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14005,24/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Medical,,,,,
14006,26/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Retired,,,,,
14007,26/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
14008,28/03/2001,No,No,Bad Debt,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
14009,29/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Transfer,,,,,
14010,29/03/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14011,29/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14012,29/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Part-time            ,,Transfer,,,,,
14013,29/03/2001,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14014,29/03/2001,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
1000004808,30/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14016,30/03/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
1000004809,31/03/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14018,04-02-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000004810,04-02-01,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,
14020,04-02-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Unemployed                    ,,Transfer,,,,,
1000004811,04-03-01,No,,Deceased,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
14022,04-04-01,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
14023,04-04-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000004812,04-05-01,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,
14025,04-05-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Self Employed                 ,,Transfer,,,,,
1000004813,04-05-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14027,04-06-01,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Other - Please Specify,,,,Employed Full-time            ,,Transfer,,,,,
14028,04-06-01,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Other - Please Specify,,,,School                        ,,Transfer,,,,,
14029,04-06-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
14030,04-09-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Transfer,,,,,
14031,04-09-01,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Retired                       ,Retired                       ,Transfer,Transfer,,,,
14033,04-06-01,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Savings,,,,Employed Full-time            ,,Transfer,,,,,
14034,04-06-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Minors - Parents,,,,Student                       ,,Transfer,,,,,
14035,04-06-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000004814,04-11-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000004815,17/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14038,17/04/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14039,17/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
1000004816,17/04/2001,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,,Retired                       ,,Transfer,,,,
14041,18/04/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
14042,18/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000004817,21/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14044,04-01-01,No,,Bad Debt,Single Adult,Personal Savings,70001+,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Unemployed                    ,,Transfer,,,,,
14045,14/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
14046,14/04/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
14047,19/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Transfer,,,,,
14048,19/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Education,,,,,
14049,19/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Nurse,,,,,
14050,19/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000004818,20/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14052,20/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Transfer,,,,,
14053,01-11-01,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Employed Full-time            ,Employed Full-time            ,Transfer,Transfer,,,,
1000004819,23/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
14055,23/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
14056,23/04/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14057,23/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Student                       ,,Transfer,,,,,
14058,24/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14059,24/04/2001,No,No,Active,Joint,Personal Savings,25001 - 70000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,Pension - state,Income - Salary / Wages,,,Retired                       ,Employed Full-time            ,Retired,Administration,,,,
1000004820,24/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14061,25/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
14062,26/03/2001,No,No,Active,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,Not a PEP,Not a PEP,DSP - Unemployment Benefit,Income - Salary / Wages,,,Unemployed                    ,Employed Full-time            ,Transfer,Transfer,,,,
1000004821,26/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14064,26/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Human Resources,,,,,
1000004822,27/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14066,27/04/2001,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Unemployed                    ,,Transfer,,,,,
1000004823,27/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14068,28/04/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14069,28/04/2001,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14070,30/04/2001,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Other - Please Specify,,,,Employed Full-time            ,,Transfer,,,,,
14071,30/04/2001,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14072,05-01-01,No,,Bad Debt,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Unemployed                    ,,Transfer,,,,,
1000004824,05-01-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000004825,05-02-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14075,24/01/1991,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
14076,05-03-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,,,Transfer,,,,,
14077,05-04-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Administration,,,,,
14078,05-04-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Pension - state,,,,Retired                       ,,Services,,,,,
14079,05-05-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Part-time            ,,Retail,,,,,
14080,05-08-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Mechanic,,,,,
14081,04-07-95,No,No,Closed,Joint,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,Ireland,,,,,,,,,,Unemployed                    ,Unemployed                    ,Transfer,Transfer,,,,
1000004826,05-08-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14083,05-08-01,No,,Dormant,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
1000004827,05-12-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000004828,05-09-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14086,05-10-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,Transfer,,,,,
14087,05-10-01,No,,Active,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,Not a PEP,,Income - Salary / Wages,,,,Employed Full-time            ,,Human Resources,,,,,
1000004829,05-10-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
1000004830,05-11-01,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,,,,,,,,
14090,05-01-87,No,,Closed,Single Adult,Personal Savings,0 - 25000,0 - 6000,13 Months+,,Ireland,,,,,,,,,,,Employed Full-time            ,,Transfer,,,,,
