Account Number,Account Type,Employment Status,Employment Position,Age,Nationality,Account Status,Risk Code,Date Joined
25710,SINGLE,EMPLOYED PART-TIME,RECEPTIONIST,21,IRISH,ACTIVE,LO,27-Aug-02
25714,SINGLE,UNEMPLOYED,Not Available,64,IRISH,CHOFF,LO,27-Aug-02
25715,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATION,22,IRISH,ACTIVE,LO,28-Aug-02
25716,SINGLE,EMPLOYED PART-TIME,ADMINISTRATIVE WORKER,28,IRISH,ACTIVE,LO,28-Aug-02
25717,SINGLE,Not Available,Not Available,54,IRISH,ACTIVE,LO,28-Aug-02
25721,SINGLE,RETIRED,STATE PENSION,77,IRISH,ACTIVE,LO,29-Aug-02
25722,SINGLE,STUDENT,STUDENT,21,IRISH,ACTIVE,LO,29-Aug-02
25724,SINGLE,EMPLOYED FULL-TIME,FARMER,55,IRISH,ACTIVE,LO,29-Aug-02
25729,SINGLE,RETIRED,RETIRED,75,IRISH,ACTIVE,LO,30-Aug-02
25739,SINGLE,EMPLOYED PART-TIME,NEWTOWN SCHOOL,42,IRISH,ACTIVE,LO,02-Sep-02
25741,SINGLE,EMPLOYED FULL-TIME,CANTEEN MANAGER,65,IRISH,ACTIVE,LO,02-Sep-02
25745,SINGLE,EMPLOYED FULL-TIME,SOCIAL CARE WORKER,53,IRISH,ACTIVE,LO,04-Sep-02
25746,SINGLE,RETIRED,SEMI RETIRED,84,IRISH,ACTIVE,LO,04-Sep-02
25749,SINGLE,EMPLOYED FULL-TIME,CARE ASSISTANT,42,IRISH,ACTIVE,LO,04-Sep-02
25750,SINGLE,EMPLOYED FULL-TIME,ENGINEERING MANAGER,38,IRISH,ACTIVE,LO,04-Sep-02
25752,SINGLE,EMPLOYED PART-TIME,FACTORY WORK- W/END SHIFT,52,IRISH,ACTIVE,LO,06-Feb-02
25763,SINGLE,RETIRED,STATE PENSION,77,IRISH,ACTIVE,LO,11-Sep-02
25766,SINGLE,EMPLOYED PART-TIME,SALES,39,IRISH,ACTIVE,LO,13-Sep-02
25784,SINGLE,EMPLOYED FULL-TIME,BLOCKLAYER,42,IRISH,CHOFF,LO,01-Sep-03
25788,SINGLE,EMPLOYED FULL-TIME,CALL CENTRE HSE ADVISOR,22,IRISH,ACTIVE,LO,20-Sep-02
25790,SINGLE,Not Available,Not Available,22,IRISH,ACTIVE,LO,19-Sep-02
25794,SINGLE,EMPLOYED FULL-TIME,DAY SERVICE TEAM LEADER,37,IRISH,ACTIVE,LO,26-Sep-02
25800,SINGLE,EMPLOYED FULL-TIME,MAINTENANCE SUPERVISER,68,IRISH,ACTIVE,LO,26-Sep-02
25829,SINGLE,EMPLOYED FULL-TIME,SHIFT CO-ORDINATOR,56,IRISH,ACTIVE,LO,04-Oct-02
25830,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,40,IRISH,ACTIVE,LO,04-Oct-02
25832,SINGLE,EMPLOYED PART-TIME,TECH SUPPORT WORKER,28,IRISH,ACTIVE,LO,04-Oct-02
25841,SINGLE,EMPLOYED FULL-TIME,SHIFT SUPERVISOR,42,IRISH,ACTIVE,LO,10-Oct-02
25850,SINGLE,RETIRED,WIDOW PENSION,80,IRISH,ACTIVE,LO,10-Oct-02
25852,SINGLE,EMPLOYED FULL-TIME,General Operative,38,IRISH,ACTIVE,LO,11-Oct-02
25857,SINGLE,EMPLOYED FULL-TIME,SALES ASSIST,40,IRISH,ACTIVE,LO,11-Oct-02
25859,SINGLE,EMPLOYED FULL-TIME,TRAINEE ACCOUNTANT,46,IRISH,ACTIVE,LO,11-Oct-02
25864,SINGLE,EMPLOYED FULL-TIME,SUPERVISOR,63,IRISH,ACTIVE,LO,15-Oct-02
25870,SINGLE,EMPLOYED FULL-TIME,Not Available,51,IRISH,ACTIVE,LO,18-Oct-02
25883,SINGLE,EMPLOYED FULL-TIME,OPTICAL ASSISTANT,51,IRISH,CHOFF,LO,24-Oct-02
25884,SINGLE,STUDENT,Not Available,21,IRISH,ACTIVE,LO,24-Oct-02
25887,SINGLE,EMPLOYED FULL-TIME,DOCUMENT CONTROL,55,IRISH,ACTIVE,LO,25-Oct-02
25888,SINGLE,EMPLOYED PART-TIME,CARE ASSISTANT,62,IRISH,ACTIVE,LO,29-Oct-02
25889,SINGLE,EMPLOYED FULL-TIME,MONTESSORI ASSISTANT,21,IRISH,ACTIVE,LO,31-Oct-02
25895,SINGLE,EMPLOYED PART-TIME,Not Available,21,IRISH,ACTIVE,LO,05-Nov-02
25899,SINGLE,EMPLOYED FULL-TIME,ADULT GUIDANCE COUNSELLOR,51,IRISH,ACTIVE,LO,05-Nov-02
25901,SINGLE,Not Available,Not Available,22,IRISH,ACTIVE,LO,05-Nov-02
25911,SINGLE,UNEMPLOYED,Not Available,21,IRISH,ACTIVE,LO,06-Nov-02
25913,SINGLE,STUDENT,SCHOOL,21,IRISH,ACTIVE,LO,08-Nov-02
25917,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,45,IRISH,ACTIVE,LO,15-Nov-02
25924,SINGLE,EMPLOYED FULL-TIME,Medical Secretary,24,IRISH,ACTIVE,LO,01-Oct-04
25925,SINGLE,EMPLOYED FULL-TIME,ASSISTANT MANAGER,21,IRISH,ACTIVE,LO,17-Feb-05
25926,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,39,IRISH,ACTIVE,LO,15-Jun-19
25931,SINGLE,EMPLOYED PART-TIME,NURSE / JOB SHARE,65,IRISH,ACTIVE,LO,20-Nov-02
25933,SINGLE,EMPLOYED FULL-TIME,MEMBER OF DEFENCE FORCES,25,IRISH,ACTIVE,LO,07-May-16
25943,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,62,IRISH,ACTIVE,LO,21-Nov-02
25947,SINGLE,RETIRED,RETIRED,86,IRISH,ACTIVE,LO,21-Nov-02
25962,SINGLE,EMPLOYED FULL-TIME,SCHOOL BUS DRIVER,66,IRISH,ACTIVE,LO,22-Nov-02
25970,SINGLE,EMPLOYED PART-TIME,Not Available,21,IRISH,ACTIVE,LO,03-Dec-02
25980,SINGLE,EMPLOYED FULL-TIME,CATERER FOR H.S.E.,68,IRISH,ACTIVE,LO,10-Dec-02
25982,SINGLE,EMPLOYED FULL-TIME,ADMIN / RESERVATIONS,55,IRISH,ACTIVE,LO,12-Oct-02
25984,SINGLE,Not Available,Not Available,21,IRISH,ACTIVE,LO,11-Dec-02
25998,SINGLE,EMPLOYED FULL-TIME,SNA ST JOHNS KILKENNY,45,IRISH,ACTIVE,LO,05-Dec-02
26017,SINGLE,Not Available,Not Available,57,IRISH,ACTIVE,LO,02-Jan-03
26023,SINGLE,EMPLOYED FULL-TIME,Carten Controls Ltd.,38,IRISH,ACTIVE,LO,06-Jan-02
26030,SINGLE,Not Available,Not Available,85,IRISH,ACTIVE,LO,08-Jan-03
26037,SINGLE,RETIRED,PENSIONER,86,IRISH,ACTIVE,LO,08-Jan-03
26038,SINGLE,DISABILITY,Not Available,47,IRISH,ACTIVE,LO,09-Jan-03
26043,SINGLE,UNEMPLOYED,UNEMPLOYED,38,IRISH,ACTIVE,LO,10-Jan-03
26045,SINGLE,EMPLOYED PART-TIME,AN POST OFFICIAL,50,IRISH,ACTIVE,LO,10-Jan-03
26046,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,41,IRISH,ACTIVE,LO,10-Jan-03
26053,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,57,IRISH,ACTIVE,HI,10-Jan-03
26062,SINGLE,UNEMPLOYED,Not Available,74,IRISH,ACTIVE,LO,13-Jan-03
26066,SINGLE,EMPLOYED FULL-TIME,FACTORY WORK,60,IRISH,ACTIVE,LO,13-Jan-03
26067,SINGLE,CONTRACT EMPLOYEE,Web Developer,21,IRISH,ACTIVE,LO,13-Jan-03
26070,SINGLE,Not Available,Not Available,49,IRISH,ACTIVE,LO,13-Jan-03
26079,SINGLE,EMPLOYED FULL-TIME,PANEL BEATER,46,IRISH,ACTIVE,LO,14-Jan-03
26084,SINGLE,Not Available,Not Available,21,IRISH,ACTIVE,LO,14-Jan-03
26094,SINGLE,EMPLOYED PART-TIME,KITCHEN PORTER,45,IRISH,ACTIVE,LO,15-Jan-03
26095,SINGLE,EMPLOYED FULL-TIME,BOOKMAKER,61,IRISH,ACTIVE,LO,15-Jan-03
26102,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATION,60,IRISH,ACTIVE,LO,17-Jan-03
26104,SINGLE,Not Available,Not Available,74,IRISH,ACTIVE,LO,22-Jan-03
26109,SINGLE,DISABILITY,ON DISABILITY,45,IRISH,ACTIVE,LO,22-Jan-03
26114,SINGLE,EMPLOYED FULL-TIME,RECEPTIONIST,60,IRISH,CHOFF,LO,29-Jan-03
26115,SINGLE,EMPLOYED FULL-TIME,HEAD OF PHILANTHROPY,48,IRISH,ACTIVE,LO,03-Apr-03
26116,SINGLE,SCHOOL,Not Available,21,IRISH,ACTIVE,LO,29-Jan-03
26118,SINGLE,EMPLOYED FULL-TIME,LABOURER,21,IRISH,ACTIVE,LO,30-Jan-03
26124,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,30-Jan-03
26128,SINGLE,EMPLOYED FULL-TIME,OPERATOR,32,IRISH,ACTIVE,LO,30-Jan-03
26133,SINGLE,UNEMPLOYED,UNEMPLOYED,21,IRISH,ACTIVE,LO,31-Jan-03
26140,SINGLE,STUDENT,Not Available,22,IRISH,ACTIVE,LO,31-Jan-03
26149,SINGLE,EMPLOYED FULL-TIME,SECURITY,59,IRISH,CHOFF,LO,05-Feb-03
26150,SINGLE,EMPLOYED FULL-TIME,TEACHER,44,IRISH,ACTIVE,LO,05-Feb-03
26154,SINGLE,EMPLOYED FULL-TIME,GEN OPERATIVE,58,IRISH,ACTIVE,LO,05-Feb-03
26159,SINGLE,Not Available,Not Available,21,IRISH,ACTIVE,LO,06-Feb-03
26163,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,39,IRISH,CHOFF,LO,06-Feb-03
26164,SINGLE,EMPLOYED FULL-TIME,FINANCIAL SERVICES OPERATIVE,30,IRISH,ACTIVE,LO,06-Feb-03
26167,SINGLE,EMPLOYED FULL-TIME,WAREHOUSE OPERATIVE,44,IRISH,ACTIVE,LO,30-Jan-03
26170,SINGLE,EMPLOYED PART-TIME,SHOP ASSISTANT,46,IRISH,CHOFF,LO,11-Feb-03
26176,SINGLE,SELF EMPLOYED,CARPENTER,75,IRISH,CHOFF,LO,11-Feb-03
26181,SINGLE,EMPLOYED FULL-TIME,QC TECHNICIAN,40,IRISH,ACTIVE,LO,13-Feb-03
26191,SINGLE,EMPLOYED FULL-TIME,Not Available,72,IRISH,ACTIVE,LO,13-Feb-03
26208,SINGLE,EMPLOYED FULL-TIME,FLORIST,41,IRISH,ACTIVE,LO,19-Feb-03
26212,SINGLE,EMPLOYED PART-TIME,HOTEL WORKER,20,IRISH,ACTIVE,LO,20-Feb-03
26221,SINGLE,EMPLOYED FULL-TIME,CAFE MANAGER,35,IRISH,ACTIVE,LO,25-Feb-03
26223,SINGLE,Not Available,Not Available,27,IRISH,ACTIVE,LO,25-Feb-03
26231,SINGLE,UNEMPLOYED,Not Available,61,IRISH,ACTIVE,LO,26-Feb-03
26232,SINGLE,Not Available,Not Available,32,IRISH,ACTIVE,LO,03-Mar-03
26241,SINGLE,Not Available,Not Available,48,IRISH,ACTIVE,LO,28-Feb-03
26242,SINGLE,RETIRED,STATE PENSION,80,IRISH,ACTIVE,LO,28-Feb-03
26243,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,34,IRISH,ACTIVE,LO,28-Feb-03
26249,SINGLE,EMPLOYED FULL-TIME,PROCESS OPERATOR,41,IRISH,ACTIVE,LO,03-Mar-03
26250,SINGLE,Not Available,Not Available,76,IRISH,ACTIVE,LO,03-Mar-03
26253,SINGLE,Not Available,Not Available,89,IRISH,ACTIVE,LO,06-Mar-03
26261,JOINT,UNEMPLOYED,HOMEMAKER,49,IRISH,ACTIVE,LO,02-Mar-03
26262,SINGLE,EMPLOYED PART-TIME,Not Available,20,IRISH,ACTIVE,LO,12-Mar-03
26263,SINGLE,EMPLOYED FULL-TIME,DATA ANALYST,37,IRISH,ACTIVE,LO,12-Mar-03
26265,SINGLE,UNEMPLOYED,Not Available,47,IRISH,ACTIVE,LO,12-Jul-91
26272,SINGLE,Not Available,Not Available,88,IRISH,ACTIVE,LO,12-Feb-03
26278,SINGLE,STUDENT,Not Available,20,IRISH,ACTIVE,LO,12-Mar-03
26289,SINGLE,EMPLOYED PART-TIME,Not Available,21,IRISH,ACTIVE,LO,20-Mar-03
26290,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATIVE WORKER,37,IRISH,ACTIVE,LO,20-Mar-03
26292,SINGLE,EMPLOYED PART-TIME,Not Available,21,IRISH,ACTIVE,LO,20-Mar-03
26295,SINGLE,EMPLOYED FULL-TIME,ELECTRICIAN,26,IRISH,ACTIVE,LO,20-Mar-03
26299,SINGLE,Not Available,Not Available,21,IRISH,ACTIVE,LO,20-Mar-03
26300,SINGLE,Not Available,Not Available,21,IRISH,ACTIVE,LO,20-Mar-03
26305,SINGLE,EMPLOYED FULL-TIME,RECEPTIONEST,31,IRISH,ACTIVE,LO,21-Mar-03
26307,SINGLE,RETIRED,STATE PENSION NON CONT,77,IRISH,ACTIVE,LO,26-Mar-03
26308,SINGLE,Not Available,Not Available,73,IRISH,ACTIVE,LO,26-Mar-03
26310,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATIVE WORKER,46,IRISH,ACTIVE,LO,26-Mar-03
26315,SINGLE,EMPLOYED FULL-TIME,SOCIAL CARE RESPITE WORKER,43,IRISH,ACTIVE,LO,27-Mar-03
26322,SINGLE,SELF EMPLOYED,CARPET FITTER,43,IRISH,ACTIVE,LO,02-Apr-03
26327,SINGLE,Not Available,PERSONAL ASSIST,53,IRISH,ACTIVE,LO,02-Apr-03
26331,SINGLE,STUDENT,Not Available,20,IRISH,ACTIVE,LO,03-Apr-03
26337,SINGLE,EMPLOYED FULL-TIME,PROD MANAGER,66,IRISH,ACTIVE,LO,04-Apr-03
26339,JOINT,Not Available,Not Available,56,IRISH,ACTIVE,LO,08-Feb-85
26344,SINGLE,UNEMPLOYED,Not Available,21,IRISH,ACTIVE,LO,08-Apr-03
26347,SINGLE,DISABILITY,ON DISABILITY,43,IRISH,ACTIVE,LO,08-Apr-03
26348,SINGLE,EMPLOYED FULL-TIME,CONTRACT CLEANING,52,IRISH,CHOFF,LO,08-Apr-03
26349,SINGLE,EMPLOYED FULL-TIME,PROJECTS DEPT,55,IRISH,ACTIVE,LO,08-Apr-03
26350,SINGLE,UNEMPLOYED,Not Available,66,IRISH,ACTIVE,LO,08-Apr-03
26357,SINGLE,UNEMPLOYED,UNEMPLOYED,43,IRISH,ACTIVE,LO,10-Apr-03
26362,SINGLE,EMPLOYED FULL-TIME,SNR ENGINEER,45,IRISH,ACTIVE,LO,09-Jul-99
26371,SINGLE,EMPLOYED FULL-TIME,CARER,64,IRISH,ACTIVE,LO,22-Apr-03
26373,SINGLE,RETIRED,STATE PENSION,73,IRISH,ACTIVE,LO,29-Apr-03
26375,SINGLE,EMPLOYED FULL-TIME,PHARMACEUTICAL TECHNICIAN,47,IRISH,CHOFF,LO,29-Apr-03
26376,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,57,IRISH,ACTIVE,LO,29-Apr-03
26402,SINGLE,EMPLOYED FULL-TIME,FACTORY WORKER,41,IRISH,ACTIVE,LO,09-May-03
26411,SINGLE,Not Available,Not Available,63,IRISH,ACTIVE,LO,09-May-03
26419,SINGLE,EMPLOYED FULL-TIME,DRIVER,62,IRISH,CHOFF,LO,15-May-03
26420,SINGLE,EMPLOYED FULL-TIME,CARE ASSISTANT,20,IRISH,ACTIVE,LO,15-May-03
26424,SINGLE,EMPLOYED FULL-TIME,RECEPTIONIST,34,IRISH,ACTIVE,LO,15-May-03
26428,SINGLE,EMPLOYED FULL-TIME,PAINTER,42,IRISH,CHOFF,LO,15-May-03
26429,SINGLE,HOMEMAKER,CARER,39,IRISH,ACTIVE,LO,19-May-03
26433,SINGLE,UNEMPLOYED,UNEMPLOYED,22,IRISH,ACTIVE,LO,22-May-03
26445,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT & STUDENT,33,IRISH,ACTIVE,LO,29-May-03
26450,SINGLE,EMPLOYED FULL-TIME,MANAGER MENS DEPT NEXT ARDKEEN,47,IRISH,ACTIVE,LO,30-May-03
26451,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,30-May-03
26453,SINGLE,EMPLOYED PART-TIME,SUPERVISOR,49,IRISH,ACTIVE,LO,29-May-03
26454,SINGLE,EMPLOYED FULL-TIME,WAREHOUSE OPERATIVE,33,IRISH,ACTIVE,LO,29-May-03
26456,SINGLE,RETIRED,STATE PENSION CONT,67,IRISH,ACTIVE,LO,29-May-03
26464,SINGLE,EMPLOYED PART-TIME,Beauty therapist,44,IRISH,ACTIVE,LO,05-Jun-03
26468,SINGLE,EMPLOYED PART-TIME,CLEANER,66,IRISH,ACTIVE,LO,05-Jun-03
26474,SINGLE,UNEMPLOYED,HOUSEWIFE,83,IRISH,ACTIVE,LO,09-Jun-03
26478,SINGLE,Not Available,Not Available,39,IRISH,ACTIVE,LO,11-Jun-03
26481,SINGLE,EMPLOYED FULL-TIME,MECHANIC,33,IRISH,ACTIVE,LO,11-Jun-03
26482,SINGLE,SELF EMPLOYED,AGENT,65,IRISH,CHOFF,LO,11-Jun-03
26486,SINGLE,RETIRED,Not Available,76,IRISH,ACTIVE,LO,17-Jun-03
26487,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,17-Jun-03
26491,SINGLE,EMPLOYED FULL-TIME,GENERAL OPERATIVE,61,IRISH,ACTIVE,LO,18-Jun-03
26500,SINGLE,UNEMPLOYED,Not Available,21,IRISH,ACTIVE,LO,19-Jun-03
26502,SINGLE,Not Available,GEN OPERATIVE,61,IRISH,CHOFF,LO,19-Jun-03
26509,SINGLE,Not Available,Not Available,26,IRISH,ACTIVE,LO,19-Jun-03
26512,SINGLE,UNEMPLOYED,DISABILITY ALLOWANCE,56,IRISH,ACTIVE,LO,23-Jun-03
26517,SINGLE,EMPLOYED FULL-TIME,BEAUTY THERAPIST,39,IRISH,ACTIVE,LO,23-Jun-03
26530,SINGLE,EMPLOYED FULL-TIME,JCB HIRE,62,IRISH,ACTIVE,LO,30-Jun-03
26533,SINGLE,EMPLOYED FULL-TIME,STATE STREET KILKENNY,32,IRISH,ACTIVE,LO,19-Mar-04
26537,SINGLE,EMPLOYED PART-TIME,ACCOUNT TECHNICIAN,56,IRISH,ACTIVE,LO,03-Jul-03
26543,SINGLE,EMPLOYED FULL-TIME,MEDICAL SCIENTIST,45,IRISH,CHOFF,LO,03-Jul-03
26545,SINGLE,EMPLOYED FULL-TIME,HOTEL WORKER,20,IRISH,ACTIVE,LO,04-Jul-03
26555,SINGLE,EMPLOYED FULL-TIME,BAUSCH & LOMB,35,IRISH,ACTIVE,LO,09-Jul-03
26558,SINGLE,EMPLOYED PART-TIME,BINGO,44,IRISH,ACTIVE,LO,11-Jul-03
26559,GROUP,Not Available,Not Available,20,IRISH,ACTIVE,LO,11-Jul-03
26561,SINGLE,EMPLOYED FULL-TIME,CONFECTIONER,37,IRISH,CHOFF,LO,15-Jul-03
26578,SINGLE,UNEMPLOYED,School leaver,20,IRISH,ACTIVE,LO,21-Jul-03
26585,SINGLE,EMPLOYED FULL-TIME,ADMINISTRATOR,46,IRISH,ACTIVE,LO,24-Jul-03
26587,SINGLE,EMPLOYED FULL-TIME,Not Available,28,IRISH,ACTIVE,LO,24-Jul-03
26591,JOINT,UNEMPLOYED,Not Available,20,IRISH,ACTIVE,LO,28-Jul-03
26595,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT / STUDENT,20,IRISH,ACTIVE,LO,30-Jul-03
26599,SINGLE,EMPLOYED FULL-TIME,ANALYTICAL SUPERVISOR,42,IRISH,ACTIVE,LO,30-Jul-03
26605,SINGLE,EMPLOYED FULL-TIME,PHARMACEUTICAL OPERATOR,39,IRISH,ACTIVE,LO,31-Jul-03
26612,SINGLE,EMPLOYED FULL-TIME,DRIVER,60,IRISH,ACTIVE,LO,06-Aug-03
26613,SINGLE,EMPLOYED FULL-TIME,ICE CREAM SALES / VAN DRIVER,59,IRISH,ACTIVE,LO,07-Aug-03
26614,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,36,IRISH,ACTIVE,LO,11-Aug-03
26618,SINGLE,EMPLOYED PART-TIME,ASSISTANT,20,IRISH,ACTIVE,LO,14-Aug-03
26622,SINGLE,Not Available,Not Available,74,IRISH,ACTIVE,LO,19-Aug-03
26623,SINGLE,UNEMPLOYED,Not Available,64,IRISH,ACTIVE,LO,19-Aug-03
26626,SINGLE,RETIRED,RETIRED,86,IRISH,ACTIVE,LO,22-Aug-03
26635,SINGLE,EMPLOYED FULL-TIME,GEN OPERATOR,54,IRISH,CHOFF,LO,13-Aug-03
26638,SINGLE,SELF EMPLOYED,MECHANICAL ENGINEER,60,IRISH,ACTIVE,LO,13-Aug-03
26644,SINGLE,EMPLOYED PART-TIME,DEPUTY CHILDCARE MANAGER,42,IRISH,ACTIVE,LO,13-Aug-03
26647,SINGLE,STUDENT,1ST YR ELECTRICIAN,21,IRISH,ACTIVE,LO,11-Sep-03
26650,SINGLE,EMPLOYED FULL-TIME,COMM. DEV OFFI,62,IRISH,CHOFF,LO,22-Aug-03
26652,SINGLE,DISABILITY,DISABILITY INCOME,43,IRISH,CHOFF,ME,25-Aug-03
26653,SINGLE,EMPLOYED PART-TIME,SALES ASSISTANT / REP,20,IRISH,ACTIVE,LO,26-Aug-03
26657,SINGLE,EMPLOYED PART-TIME,BARMAN,20,IRISH,ACTIVE,LO,26-Aug-03
26658,SINGLE,SELF EMPLOYED,Psychotherapist,42,IRISH,ACTIVE,LO,28-Feb-03
26661,SINGLE,EMPLOYED FULL-TIME,SALES ASSISTANT,37,IRISH,ACTIVE,LO,27-Aug-03
26662,SINGLE,Not Available,Not Available,75,IRISH,ACTIVE,LO,28-Aug-03
26664,SINGLE,EMPLOYED FULL-TIME,TOLL OPERATOR,39,IRISH,ACTIVE,LO,28-Aug-03
26669,SINGLE,DISABILITY,DISABILITY PAYMENT,25,IRISH,ACTIVE,LO,28-Aug-03
26677,SINGLE,EMPLOYED PART-TIME,HAIR DRESSER,30,IRISH,ACTIVE,LO,22-Feb-19
26684,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,04-Sep-03
26685,SINGLE,STUDENT,STUDENT,20,IRISH,ACTIVE,LO,04-Sep-03
26692,SINGLE,EMPLOYED FULL-TIME,CLEANER,46,IRISH,CHOFF,LO,10-Sep-03
26694,SINGLE,EMPLOYED PART-TIME,HOME CARER,40,IRISH,CHOFF,LO,20-Apr-06
26705,SINGLE,EMPLOYED FULL-TIME,FACTORY OPERATIVE,51,ROMANIAN,ACTIVE,LO,15-Sep-03
26707,SINGLE,EMPLOYED FULL-TIME,TRACTOR DRIVER,20,IRISH,ACTIVE,LO,15-Sep-03
26714,SINGLE,EMPLOYED FULL-TIME,HORSE TRAINER / ADMIN,40,IRISH,ACTIVE,LO,17-Sep-03
26723,SINGLE,SELF EMPLOYED,CHILDMINDER 5 KIDS,75,IRISH,ACTIVE,LO,22-Sep-03
26724,SINGLE,SELF EMPLOYED,14 KIDS,45,IRISH,ACTIVE,LO,22-Sep-03
26725,SINGLE,EMPLOYED PART-TIME,ADMIN / ACCTS,51,IRISH,ACTIVE,LO,22-Sep-03
26728,SINGLE,EMPLOYED PART-TIME,OFFICE ADMINISTRATOR,55,IRISH,ACTIVE,LO,19-Jun-06
26734,SINGLE,UNEMPLOYED,OPE PARENT FAMILY,40,IRISH,ACTIVE,LO,23-Sep-03
26738,SINGLE,Not Available,Not Available,58,IRISH,ACTIVE,LO,25-Sep-03
26744,SINGLE,EMPLOYED FULL-TIME,FOOD INDUSTRY EMPLOYEE,20,IRISH,ACTIVE,LO,29-Sep-03
26747,SINGLE,EMPLOYED FULL-TIME,PERSONAL FITNESS TRAINER,34,IRISH,ACTIVE,LO,29-Sep-03
26755,SINGLE,STUDENT,STUDENT,20,IRISH,ACTIVE,LO,30-Sep-03
26759,SINGLE,EMPLOYED FULL-TIME,TRANSPORT MANAGER,40,IRISH,ACTIVE,LO,30-Sep-03
26761,SINGLE,EMPLOYED FULL-TIME,Not Available,28,IRISH,ACTIVE,LO,30-Sep-03
26769,SINGLE,UNEMPLOYED,OLD AGE PENSION,70,IRISH,ACTIVE,LO,03-Oct-03
26778,SINGLE,PART TIME SELF EMPLOYED,SHOP ASSISTANT,20,IRISH,ACTIVE,LO,03-Oct-03
26790,SINGLE,EMPLOYED FULL-TIME,ADMIN WORK,37,IRISH,ACTIVE,LO,09-Mar-04
26795,SINGLE,EMPLOYED FULL-TIME,OPERATIONS MANAGER,39,IRISH,ACTIVE,LO,10-Oct-03
26797,SINGLE,Not Available,Not Available,39,IRISH,ACTIVE,LO,10-Oct-03
26800,SINGLE,EMPLOYED FULL-TIME,SALES ASSIST SUPERQUINN,72,IRISH,ACTIVE,LO,14-Oct-03
26803,SINGLE,EMPLOYED FULL-TIME,GRADE 4 CLERICAL OFFICER,47,IRISH,ACTIVE,LO,20-Oct-03
26804,SINGLE,EMPLOYED FULL-TIME,SALES REP,66,IRISH,ACTIVE,LO,20-Oct-03
26806,SINGLE,EMPLOYED FULL-TIME,Sheet metal work,20,IRISH,ACTIVE,LO,20-Oct-03
26807,SINGLE,EMPLOYED FULL-TIME,QUALITY CONTROL,60,IRISH,ACTIVE,LO,20-Oct-03
26812,SINGLE,Not Available,Not Available,43,IRISH,ACTIVE,LO,21-Oct-03
26814,SINGLE,EMPLOYED FULL-TIME,Clinical Trial Supply Manager,30,IRISH,ACTIVE,LO,21-Oct-03
26816,SINGLE,SCHOOL,Not Available,20,IRISH,ACTIVE,LO,22-Oct-03
26825,JOINT,SCHOOL,Not Available,20,IRISH,ACTIVE,LO,24-Oct-03
26829,SINGLE,EMPLOYED FULL-TIME,TEACHER,26,IRISH,ACTIVE,LO,07-Oct-03
26835,SINGLE,EMPLOYED FULL-TIME,Sales Supervisor,25,IRISH,ACTIVE,LO,28-Oct-03
26836,SINGLE,EMPLOYED FULL-TIME,RESOURCE TEACHER,34,IRISH,ACTIVE,LO,28-Oct-03
26842,SINGLE,EMPLOYED FULL-TIME,MACHINE OPERATOR,55,IRISH,ACTIVE,LO,04-Nov-03
26859,JOINT,EMPLOYED FULL-TIME,MACHINE OPERATOR,54,IRISH,CHOFF,LO,12-Nov-03
26866,SINGLE,STUDENT,Not Available,38,IRISH,ACTIVE,LO,18-Nov-03
26873,SINGLE,EMPLOYED FULL-TIME,Social care worker,56,IRISH,ACTIVE,LO,18-Nov-03
26884,SINGLE,RETIRED,TAXI DRIVER,78,IRISH,ACTIVE,LO,24-Nov-03
26885,SINGLE,Not Available,Not Available,35,IRISH,ACTIVE,LO,24-Nov-03
26886,SINGLE,HOMEMAKER,HOMEMAKER,42,IRISH,ACTIVE,LO,24-Nov-03
26896,JOINT,HOMEMAKER,Not Available,43,IRISH,ACTIVE,LO,28-Nov-03
26900,SINGLE,RETIRED,Not Available,75,IRISH,ACTIVE,HI,06-Oct-08
26904,SINGLE,UNEMPLOYED,JOB SEEKERS,57,IRISH,CHOFF,LO,28-Nov-03
26909,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,03-Dec-03
26912,SINGLE,Not Available,Not Available,20,IRISH,ACTIVE,LO,03-Dec-03
